Name,Website,Address,Price
7101 Chase Oaks Blvd Unit 932.45862,https://www.apartments.com/7101-chase-oaks-blvd-plano-tx-unit-93245862/ymjlthv/,"Plano, TX 75025","$1,780"
3700 Mapleshade Ln Unit 3063.45537,https://www.apartments.com/3700-mapleshade-ln-plano-tx-unit-306345537/vsm3sre/,"Plano, TX 75075","$1,905"
3700 Mapleshade Ln Unit 2106.45535,https://www.apartments.com/3700-mapleshade-ln-plano-tx-unit-210645535/dwgxjsj/,"Plano, TX 75075","$1,905"
801 Legacy Dr Unit 2026.37638,https://www.apartments.com/801-legacy-dr-plano-tx-unit-202637638/xsx93rq/,"Plano, TX 75023","$1,771"
7101 Chase Oaks Blvd Unit 527.234519,https://www.apartments.com/7101-chase-oaks-blvd-plano-tx-unit-527234519/e2wt3ln/,"Plano, TX 75025","$1,850"
801 Legacy Dr Unit 2124.37640,https://www.apartments.com/801-legacy-dr-plano-tx-unit-212437640/8tz5cp3/,"Plano, TX 75023","$1,760"
4300 Horizon N Pkwy Unit 0731.26505,https://www.apartments.com/4300-horizon-n-pkwy-dallas-tx-unit-073126505/vpr3n9g/,"Dallas, TX 75287","$1,861"
4300 Horizon N Pkwy Unit 0522.26504,https://www.apartments.com/4300-horizon-n-pkwy-dallas-tx-unit-052226504/q63f01z/,"Dallas, TX 75287","$1,773"
4300 Horizon N Pkwy Unit 432.26502,https://www.apartments.com/4300-horizon-n-pkwy-dallas-tx-unit-43226502/sqmkes6/,"Dallas, TX 75287","$1,779"
4300 Horizon N Pkwy Unit 0736.26503,https://www.apartments.com/4300-horizon-n-pkwy-dallas-tx-unit-073626503/qexwzez/,"Dallas, TX 75287","$1,759"
18665 Midway Rd Unit 01635.525819,https://www.apartments.com/18665-midway-rd-dallas-tx-unit-01635525819/5xz7dtn/,"Dallas, TX 75287","$1,792"
4849 Haverwood Ln Unit 1114.611513,https://www.apartments.com/4849-haverwood-ln-dallas-tx-unit-1114611513/lykk68f/,"Dallas, TX 75287","$1,820"
18665 Midway Rd Unit 03215 .646857,https://www.apartments.com/18665-midway-rd-dallas-tx-unit-03215-646857/0blgqt3/,"Dallas, TX 75287","$1,728"
Bel Air on 16th,https://www.apartments.com/bel-air-on-16th-plano-tx/fs5prpt/,N/A,N/A
Morada Plano,https://www.apartments.com/morada-plano-plano-tx/qbh0wwy/,N/A,N/A
Fox Trails Apartments,https://www.apartments.com/fox-trails-apartments-plano-tx/5391c4p/,N/A,N/A
Windsor at Legacy,https://www.apartments.com/windsor-at-legacy-plano-tx/bdl4tj8/,N/A,N/A
Steeplechase Apartments,https://www.apartments.com/steeplechase-apartments-plano-tx/tfm8tr8/,N/A,N/A
Plano Park Townhomes,https://www.apartments.com/plano-park-townhomes-plano-tx/0jt0xl1/,N/A,N/A
Luxia Preston,https://www.apartments.com/luxia-preston-plano-tx/6k2bg1s/,N/A,N/A
The Grand at Legacy West,https://www.apartments.com/the-grand-at-legacy-west-plano-tx/xgdj6cp/,N/A,N/A
Windsor Preston,https://www.apartments.com/windsor-preston-plano-tx/70gt1ry/,N/A,N/A
Villas of Mission Bend - Senior Living,https://www.apartments.com/villas-of-mission-bend-senior-living-plano-tx/602bd5r/,N/A,N/A
The Register,https://www.apartments.com/the-register-richardson-tx/rzpey00/,N/A,N/A
Royal Arms,https://www.apartments.com/royal-arms-richardson-tx/td4cjbc/,N/A,N/A
5765 Bozeman Dr Unit 307.1335781,https://www.apartments.com/5765-bozeman-dr-plano-tx-unit-3071335781/zwvkvfw/,"Plano, TX 75024",N/A
3700 Mapleshade Ln Unit 42.1335510,https://www.apartments.com/3700-mapleshade-ln-plano-tx-unit-421335510/hgn7043/,"Plano, TX 75075",N/A
2612 Grandview Dr,https://www.apartments.com/updated-plano-home-near-collin-creek-mall-plano-tx/xebwdjn/,"Plano, TX 75075",N/A
3820 Clearwater Ct,https://www.apartments.com/room-in-6-bedroom-home-at-3820-clearwater-plano-tx/08xd0n1/,"Plano, TX 75025",N/A
3700 Mapleshade Ln Unit 1105.3122,https://www.apartments.com/3700-mapleshade-ln-plano-tx-unit-11053122/k0dmle9/,"Plano, TX 75075",N/A
1025 Preston Rd Unit 4004.3857,https://www.apartments.com/1025-preston-rd-plano-tx-unit-40043857/z55cqjy/,"Plano, TX 75093",N/A
3700 Mapleshade Ln Unit 1117.1787,https://www.apartments.com/3700-mapleshade-ln-plano-tx-unit-11171787/nccrc3q/,"Plano, TX 75075",N/A
7101 Chase Oaks Blvd Unit 0525.822954,https://www.apartments.com/7101-chase-oaks-blvd-plano-tx-unit-0525822954/vywbb8g/,"Plano, TX 75025",N/A
7101 Chase Oaks Blvd Unit 1134.812057,https://www.apartments.com/7101-chase-oaks-blvd-plano-tx-unit-1134812057/zjbkk8z/,"Plano, TX 75025",N/A
110 W CityLine Dr Unit 2023.1801,https://www.apartments.com/110-w-cityline-dr-richardson-tx-unit-20231801/yrjfm3v/,"Richardson, TX 75082",N/A
4849 Haverwood Ln Unit 1106.34492,https://www.apartments.com/4849-haverwood-ln-dallas-tx-unit-110634492/87lb052/,"Dallas, TX 75287",N/A
5250 Town and Country Blvd Unit 2105.621008,https://www.apartments.com/5250-town-and-country-blvd-frisco-tx-unit-2105621008/f7rfz4s/,"Frisco, TX 75034",N/A
110 W CityLine Dr Unit 5055.749036,https://www.apartments.com/110-w-cityline-dr-richardson-tx-unit-5055749036/6n6s5xr/,"Richardson, TX 75082",N/A
110 W CityLine Dr Unit 55.1335505,https://www.apartments.com/110-w-cityline-dr-richardson-tx-unit-551335505/k88g6m8/,"Richardson, TX 75082",N/A
110 W CityLine Dr Unit 50.1335507,https://www.apartments.com/110-w-cityline-dr-richardson-tx-unit-501335507/wqn1jrk/,"Richardson, TX 75082",N/A
5225 Town and Country Blvd Unit 461.287052,https://www.apartments.com/5225-town-and-country-blvd-frisco-tx-unit-461287052/yl49m0r/,"Frisco, TX 75034",N/A
5225 Town and Country Blvd Unit 318.807,https://www.apartments.com/5225-town-and-country-blvd-frisco-tx-unit-318807/t5weklb/,"Frisco, TX 75034",N/A
110 W CityLine Dr Unit 3023.3135,https://www.apartments.com/110-w-cityline-dr-richardson-tx-unit-30233135/ymedv8v/,"Richardson, TX 75082",N/A
110 W CityLine Dr Unit 73.1335509,https://www.apartments.com/110-w-cityline-dr-richardson-tx-unit-731335509/86lnhg2/,"Richardson, TX 75082",N/A
110 W CityLine Dr Unit 69.1335504,https://www.apartments.com/110-w-cityline-dr-richardson-tx-unit-691335504/285286b/,"Richardson, TX 75082",N/A
120 W CityLine Dr Unit 44.1335600,https://www.apartments.com/120-w-cityline-dr-richardson-tx-unit-441335600/5r6zh2m/,"Richardson, TX 75080",N/A
5250 Town and Country Blvd Unit 2208.521652,https://www.apartments.com/5250-town-and-country-blvd-frisco-tx-unit-2208521652/k6n5f78/,"Frisco, TX 75034",N/A
4200 Horizon N Pkwy Unit 00839.533684,https://www.apartments.com/4200-horizon-n-pkwy-dallas-tx-unit-00839533684/t657l58/,"Dallas, TX 75287",N/A
4200 Horizon N Pkwy Unit 00225.307868,https://www.apartments.com/4200-horizon-n-pkwy-dallas-tx-unit-00225307868/9kn5hk4/,"Dallas, TX 75287",N/A
4300 Horizon N Pkwy Unit 0836.332094,https://www.apartments.com/4300-horizon-n-pkwy-dallas-tx-unit-0836332094/l462sse/,"Dallas, TX 75287",N/A
5225 Town and Country Blvd Unit 140.425031,https://www.apartments.com/5225-town-and-country-blvd-frisco-tx-unit-140425031/rb0g5t0/,"Frisco, TX 75034",N/A
18800 Lina St Unit 1702.942928,https://www.apartments.com/18800-lina-st-dallas-tx-unit-1702942928/sr4wn86/,"Dallas, TX 75287",N/A
18333 Roehampton Dr Unit 1018,https://www.apartments.com/18333-roehampton-dr-dallas-tx-unit-1018/03v3411/,"Dallas, TX 75252",N/A
1400 Hillside Dr ,https://www.apartments.com/1400-hillside-dr-plano-tx/8nb9dj1/,"Plano, TX 75074",N/A
2524 Preston Rd Unit 1502,https://www.apartments.com/2524-preston-rd-plano-tx-unit-1502/299ege9/,"Plano, TX 75093",N/A
7621 McCallum Blvd Unit 207,https://www.apartments.com/7621-mccallum-blvd-dallas-tx-unit-207/deq0mpl/,"Dallas, TX 75252",N/A
18333 Roehampton Dr Unit 124,https://www.apartments.com/18333-roehampton-dr-dallas-tx-unit-124/zhd9zry/,"Dallas, TX 75252",N/A
Condo for Rent,https://www.apartments.com/apartment-for-rent-plano-tx-unit-10195/6mrddlt/,"Plano, TX 75024",N/A
Townhome for Rent,https://www.apartments.com/5445-caruth-haven-ln-plano-tx/j3w8yf4/,"Plano, TX 75225",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-plano-tx-75024-plano-tx/hg38w20/,"Plano, TX 75024",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-frisco-tx-75034-plano-tx/wm75ydk/,"Plano, TX 75034",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-mckinney-tx-75070-mckinney-tx/lxcn6kg/,"McKinney, TX 75070",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-dallas-tx-75287-dallas-tx/p9qf5rv/,"Dallas, TX 75287",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-frisco-tx-75034-frisco-tx/c6f84me/,"Frisco, TX 75034",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-dallas-tx-75287-dallas-tx/cjq9eqe/,"Dallas, TX 75287",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-richardson-tx-75082-richardson-tx/1gc2nc5/,"Richardson, TX 75082",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-dallas-tx-75287-dallas-tx/s3pdrd7/,"Dallas, TX 75287",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-frisco-tx-75034-frisco-tx/zwbbg6x/,"Frisco, TX 75034",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-dallas-tx-75287-dallas-tx/xe5zssp/,"Dallas, TX 75287",N/A
Condo for Rent,https://www.apartments.com/1-bedroom-in-carrollton-tx-75007-carrollton-tx/djjnvrj/,"Carrollton, TX 75007",N/A
Condo for Rent,https://www.apartments.com/apartment-for-rent-carrollton-tx-unit-11701/vwxh3rg/,"Carrollton, TX 75010",N/A
